Student_ID,Course_Code,Score,Grade,Points
120240002465,IMP07-10102_01,25.50,F,0.00
120240002465,IMP07-10103_01,73.00,C+,2.99
120240002465,IMP07-10104_01,46.50,F,0.00
120240002465,IMP07-10105_01,30.00,D,2.59
120240002465,IMP07-10106_01,22.50,A,3.79
120240002465,IMP07-10107_01,23.50,A,3.79
120240002465,IMP07-10108_01,23.50,A,3.79
120240002465,IMP07-EA03_01,0.00,P,0.00
120240002465,URR07-10101_01,15.50,D,2.59
120240002465,IMP07-10211_01,20.00,B+,3.39
120240002465,IMP07-10212_01,44.00,F,0.00
120240002465,IMP07-10213_01,25.50,F,0.00
120240002465,IMP07-10214_01,35.00,C+,2.99
120240002465,IMP07-10215_01,49.00,F,0.00
120240002465,IMP07-ENA04_01,0.00,P,0.00
120240002465,URR07-10209_01,(Abs),F,0.00
120240002465,URR07-10210_01,24.00||9.00||15.00,A+,4.00
320240000053,IMP07-10102_01,21.50,F,0.00
320240000053,IMP07-10103_01,72.50,C+,2.99
320240000053,IMP07-10104_01,69.00,C,2.79
320240000053,IMP07-10105_01,32.00,D,2.59
320240000053,IMP07-10106_01,24.00,A+,4.00
320240000053,IMP07-10107_01,24.00,A+,4.00
320240000053,IMP07-10108_01,23.50,A,3.79
320240000053,IMP07-EA03_01,0.00,P,0.00
320240000053,URR07-10101_01,17.00,C,2.79
320240000053,IMP07-10211_01,15.00,D,2.59
320240000053,IMP07-10212_01,70.50,C+,2.99
320240000053,IMP07-10213_01,147.50,C+,2.99
320240000053,IMP07-10214_01,47.00,A,3.79
320240000053,IMP07-10215_01,68.00,C,2.79
320240000053,IMP07-ENA04_01,0.00,P,0.00
320240000053,URR07-10209_01,24.00,A+,4.00
320240000053,URR07-10210_01,24.00||9.00||15.00,A+,4.00
320240038168,IMP07-10102_01,(Abs),F,0.00
320240038168,IMP07-10103_01,(Abs),F,0.00
320240038168,IMP07-10104_01,(Abs),F,0.00
320240038168,IMP07-10105_01,(Abs),F,0.00
320240038168,IMP07-10106_01,(Abs),F,0.00
320240038168,IMP07-10107_01,(Abs),F,0.00
320240038168,IMP07-10108_01,(Abs),F,0.00
320240038168,IMP07-EA03_01,(Abs),NP,0.00
320240038168,URR07-10101_01,(Abs),F,0.00
320240038168,IMP07-10211_01,(Abs),F,0.00
320240038168,IMP07-10212_01,(Abs),F,0.00
320240038168,IMP07-10213_01,(Abs),F,0.00
320240038168,IMP07-10214_01,(Abs),F,0.00
320240038168,IMP07-10215_01,(Abs),F,0.00
320240038168,IMP07-ENA04_01,(Abs),F,0.00
320240038168,URR07-10209_01,(Abs),F,0.00
320240038168,URR07-10210_01,(Abs),F,0.00
120250003526,IMP07-10102_01,153.50,A-,3.59
120250003526,IMP07-10103_01,81.00,B+,3.39
120250003526,IMP07-10104_01,84.50,B+,3.39
120250003526,IMP07-10105_01,40.50,B+,3.39
120250003526,IMP07-10106_01,23.50,A,3.79
120250003526,IMP07-10107_01,21.00,B+,3.39
120250003526,IMP07-10108_01,21.00,B+,3.39
120250003526,IMP07-EA03_01,0.00,P,0.00
120250003526,URR07-10101_01,22.00,A-,3.59
120250003526,IMP07-10211_01,18.00,C+,2.99
120250003526,IMP07-10212_01,72.00,C+,2.99
120250003526,IMP07-10213_01,170.50,A-,3.59
120250003526,IMP07-10214_01,48.00,A+,4.00
120250003526,IMP07-10215_01,81.50,B+,3.39
120250003526,IMP07-ENA04_01,0.00,P,0.00
120250003526,URR07-10209_01,23.00,A,3.79
120250003526,URR07-10210_01,24.00||9.00||15.00,A+,4.00
120250003527,IMP07-10102_01,114.00,C,2.79
120250003527,IMP07-10103_01,15.00,F,0.00
120250003527,IMP07-10104_01,61.50,D,2.59
120250003527,IMP07-10105_01,42.00,B+,3.39
120250003527,IMP07-10106_01,21.00,B+,3.39
120250003527,IMP07-10107_01,18.00,C+,2.99
120250003527,IMP07-10108_01,20.50,B+,3.39
120250003527,IMP07-EA03_01,0.00,P,0.00
120250003527,URR07-10101_01,23.50,A,3.79
120250003527,IMP07-10211_01,23.00,A,3.79
120250003527,IMP07-10212_01,63.00,D,2.59
120250003527,IMP07-10213_01,137.50,C,2.79
120250003527,IMP07-10214_01,45.00,A,3.79
120250003527,IMP07-10215_01,82.50,B+,3.39
120250003527,IMP07-ENA04_01,0.00,P,0.00
120250003527,URR07-10209_01,22.00,A-,3.59
120250003527,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003528,IMP07-10102_01,147.50,B+,3.39
120250003528,IMP07-10103_01,81.00,B+,3.39
120250003528,IMP07-10104_01,84.00,B+,3.39
120250003528,IMP07-10105_01,44.50,A-,3.59
120250003528,IMP07-10106_01,24.00,A+,4.00
120250003528,IMP07-10107_01,21.50,A-,3.59
120250003528,IMP07-10108_01,23.00,A,3.79
120250003528,IMP07-EA03_01,0.00,P,0.00
120250003528,URR07-10101_01,22.00,A-,3.59
120250003528,IMP07-10211_01,19.00,B,3.19
120250003528,IMP07-10212_01,79.00,B,3.19
120250003528,IMP07-10213_01,177.00,A-,3.59
120250003528,IMP07-10214_01,48.00,A+,4.00
120250003528,IMP07-10215_01,86.00,A-,3.59
120250003528,IMP07-ENA04_01,0.00,P,0.00
120250003528,URR07-10209_01,22.00,A-,3.59
120250003528,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003529,IMP07-10102_01,24.00,F,0.00
120250003529,IMP07-10103_01,9.00,F,0.00
120250003529,IMP07-10104_01,12.00,F,0.00
120250003529,IMP07-10105_01,30.00,D,2.59
120250003529,IMP07-10106_01,16.50,C,2.79
120250003529,IMP07-10107_01,11.50,F,0.00
120250003529,IMP07-10108_01,17.00,C,2.79
120250003529,IMP07-EA03_01,0.00,P,0.00
120250003529,URR07-10101_01,19.00,B,3.19
120250003529,IMP07-10211_01,19.00,B,3.19
120250003529,IMP07-10212_01,60.00,D,2.59
120250003529,IMP07-10213_01,160.00,B+,3.39
120250003529,IMP07-10214_01,47.00,A,3.79
120250003529,IMP07-10215_01,69.00,C,2.79
120250003529,IMP07-ENA04_01,0.00,P,0.00
120250003529,URR07-10209_01,19.00,B,3.19
120250003529,URR07-10210_01,23.00||8.00||15.00,A,3.79
120250003530,IMP07-10102_01,154.50,A-,3.59
120250003530,IMP07-10103_01,74.50,C+,2.99
120250003530,IMP07-10104_01,95.50,A+,4.00
120250003530,IMP07-10105_01,43.50,A-,3.59
120250003530,IMP07-10106_01,24.00,A+,4.00
120250003530,IMP07-10107_01,18.00,C+,2.99
120250003530,IMP07-10108_01,25.00,A+,4.00
120250003530,IMP07-EA03_01,0.00,P,0.00
120250003530,URR07-10101_01,20.50,B+,3.39
120250003530,IMP07-10211_01,23.00,A,3.79
120250003530,IMP07-10212_01,79.00,B,3.19
120250003530,IMP07-10213_01,176.50,A-,3.59
120250003530,IMP07-10214_01,45.00,A,3.79
120250003530,IMP07-10215_01,82.00,B+,3.39
120250003530,IMP07-ENA04_01,0.00,P,0.00
120250003530,URR07-10209_01,23.00,A,3.79
120250003530,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003531,IMP07-10102_01,(Abs),F,0.00
120250003531,IMP07-10103_01,41.50,F,0.00
120250003531,IMP07-10104_01,68.00,C,2.79
120250003531,IMP07-10105_01,25.00,F,0.00
120250003531,IMP07-10106_01,19.00,B,3.19
120250003531,IMP07-10107_01,15.00,D,2.59
120250003531,IMP07-10108_01,21.00,B+,3.39
120250003531,IMP07-EA04_01,0.00,P,0.00
120250003531,URR07-10101_01,21.00,B+,3.39
120250003531,IMP07-10211_01,(Abs),F,0.00
120250003531,IMP07-10212_01,(Abs),F,0.00
120250003531,IMP07-10213_01,(Abs),F,0.00
120250003531,IMP07-10214_01,(Abs),F,0.00
120250003531,IMP07-10215_01,(Abs),F,0.00
120250003531,IMP07-ENA04_01,(Abs),F,0.00
120250003531,URR07-10209_01,(Abs),F,0.00
120250003531,URR07-10210_01,(Abs),F,0.00
120250003532,IMP07-10102_01,133.00,B,3.19
120250003532,IMP07-10103_01,77.00,B,3.19
120250003532,IMP07-10104_01,82.50,B+,3.39
120250003532,IMP07-10105_01,43.50,A-,3.59
120250003532,IMP07-10106_01,24.00,A+,4.00
120250003532,IMP07-10107_01,22.00,A-,3.59
120250003532,IMP07-10108_01,24.00,A+,4.00
120250003532,IMP07-EA03_01,0.00,P,0.00
120250003532,URR07-10101_01,22.00,A-,3.59
120250003532,IMP07-10211_01,21.00,B+,3.39
120250003532,IMP07-10212_01,70.00,C+,2.99
120250003532,IMP07-10213_01,150.50,B,3.19
120250003532,IMP07-10214_01,48.00,A+,4.00
120250003532,IMP07-10215_01,77.00,B,3.19
120250003532,IMP07-ENA04_01,0.00,P,0.00
120250003532,URR07-10209_01,24.00,A+,4.00
120250003532,URR07-10210_01,24.00||9.00||15.00,A+,4.00
120250003533,IMP07-10102_01,141.50,B+,3.39
120250003533,IMP07-10103_01,69.50,C,2.79
120250003533,IMP07-10104_01,72.00,C+,2.99
120250003533,IMP07-10105_01,43.50,A-,3.59
120250003533,IMP07-10106_01,23.00,A,3.79
120250003533,IMP07-10107_01,16.00,D,2.59
120250003533,IMP07-10108_01,21.00,B+,3.39
120250003533,IMP07-EA03_01,0.00,P,0.00
120250003533,URR07-10101_01,23.00,A,3.79
120250003533,IMP07-10211_01,22.00,A-,3.59
120250003533,IMP07-10212_01,82.00,B+,3.39
120250003533,IMP07-10213_01,159.00,B,3.19
120250003533,IMP07-10214_01,46.00,A,3.79
120250003533,IMP07-10215_01,89.00,A-,3.59
120250003533,IMP07-ENA04_01,0.00,P,0.00
120250003533,URR07-10209_01,24.00,A+,4.00
120250003533,URR07-10210_01,24.00||9.00||15.00,A+,4.00
120250003534,IMP07-10102_01,135.00,B,3.19
120250003534,IMP07-10103_01,81.00,B+,3.39
120250003534,IMP07-10104_01,79.00,B,3.19
120250003534,IMP07-10105_01,38.50,B,3.19
120250003534,IMP07-10106_01,22.00,A-,3.59
120250003534,IMP07-10107_01,19.50,B,3.19
120250003534,IMP07-10108_01,22.00,A-,3.59
120250003534,IMP07-EA03_01,0.00,P,0.00
120250003534,URR07-10101_01,20.00,B+,3.39
120250003534,IMP07-10211_01,21.00,B+,3.39
120250003534,IMP07-10212_01,70.00,C+,2.99
120250003534,IMP07-10213_01,156.50,B,3.19
120250003534,IMP07-10214_01,47.00,A,3.79
120250003534,IMP07-10215_01,82.50,B+,3.39
120250003534,IMP07-ENA04_01,0.00,P,0.00
120250003534,URR07-10209_01,22.00,A-,3.59
120250003534,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003535,IMP07-10102_01,121.00,C,2.79
120250003535,IMP07-10103_01,11.50,F,0.00
120250003535,IMP07-10104_01,12.00,F,0.00
120250003535,IMP07-10105_01,39.00,B,3.19
120250003535,IMP07-10106_01,20.50,B+,3.39
120250003535,IMP07-10107_01,17.50,C+,2.99
120250003535,IMP07-10108_01,19.50,B,3.19
120250003535,IMP07-EA03_01,0.00,P,0.00
120250003535,URR07-10101_01,21.00,B+,3.39
120250003535,IMP07-10211_01,18.00,C+,2.99
120250003535,IMP07-10212_01,66.50,C,2.79
120250003535,IMP07-10213_01,137.00,C,2.79
120250003535,IMP07-10214_01,44.00,A-,3.59
120250003535,IMP07-10215_01,72.00,C+,2.99
120250003535,IMP07-ENA04_01,0.00,P,0.00
120250003535,URR07-10209_01,22.00,A-,3.59
120250003535,URR07-10210_01,23.00||8.00||15.00,A,3.79
120250003536,IMP07-10102_01,119.50,C,2.79
120250003536,IMP07-10103_01,68.00,C,2.79
120250003536,IMP07-10104_01,72.00,C+,2.99
120250003536,IMP07-10105_01,40.00,B+,3.39
120250003536,IMP07-10106_01,22.50,A,3.79
120250003536,IMP07-10107_01,21.00,B+,3.39
120250003536,IMP07-10108_01,23.50,A,3.79
120250003536,IMP07-EA03_01,0.00,P,0.00
120250003536,URR07-10101_01,22.00,A-,3.59
120250003536,IMP07-10211_01,22.50,A,3.79
120250003536,IMP07-10212_01,78.00,B,3.19
120250003536,IMP07-10213_01,144.50,C+,2.99
120250003536,IMP07-10214_01,45.00,A,3.79
120250003536,IMP07-10215_01,69.50,C,2.79
120250003536,IMP07-ENA04_01,0.00,P,0.00
120250003536,URR07-10209_01,25.00,A+,4.00
120250003536,URR07-10210_01,22.00||7.00||15.00,A-,3.59
120250003537,IMP07-10102_01,(Abs),F,0.00
120250003537,IMP07-10103_01,(Abs),F,0.00
120250003537,IMP07-10104_01,(Abs),F,0.00
120250003537,IMP07-10105_01,(Abs),F,0.00
120250003537,IMP07-10106_01,(Abs),F,0.00
120250003537,IMP07-10107_01,(Abs),F,0.00
120250003537,IMP07-10108_01,(Abs),F,0.00
120250003537,IMP07-EA03_01,(Abs),NP,0.00
120250003537,URR07-10101_01,(Abs),F,0.00
120250003537,IMP07-10211_01,(Abs),F,0.00
120250003537,IMP07-10212_01,(Abs),F,0.00
120250003537,IMP07-10213_01,(Abs),F,0.00
120250003537,IMP07-10214_01,(Abs),F,0.00
120250003537,IMP07-10215_01,(Abs),F,0.00
120250003537,IMP07-ENA04_01,(Abs),F,0.00
120250003537,URR07-10209_01,(Abs),F,0.00
120250003537,URR07-10210_01,(Abs),F,0.00
120250003538,IMP07-10102_01,136.00,B,3.19
120250003538,IMP07-10103_01,75.50,B,3.19
120250003538,IMP07-10104_01,75.00,B,3.19
120250003538,IMP07-10105_01,39.00,B,3.19
120250003538,IMP07-10106_01,22.50,A,3.79
120250003538,IMP07-10107_01,23.00,A,3.79
120250003538,IMP07-10108_01,23.00,A,3.79
120250003538,IMP07-EA03_01,0.00,P,0.00
120250003538,URR07-10101_01,22.50,A,3.79
120250003538,IMP07-10211_01,20.00,B+,3.39
120250003538,IMP07-10212_01,76.00,B,3.19
120250003538,IMP07-10213_01,156.50,B,3.19
120250003538,IMP07-10214_01,47.00,A,3.79
120250003538,IMP07-10215_01,83.00,B+,3.39
120250003538,IMP07-ENA04_01,0.00,P,0.00
120250003538,URR07-10209_01,22.00,A-,3.59
120250003538,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003539,IMP07-10102_01,20.00,F,0.00
120250003539,IMP07-10103_01,12.50,F,0.00
120250003539,IMP07-10104_01,7.00,F,0.00
120250003539,IMP07-10105_01,7.50,F,0.00
120250003539,IMP07-10106_01,21.50,A-,3.59
120250003539,IMP07-10107_01,13.00,F,0.00
120250003539,IMP07-10108_01,17.00,C,2.79
120250003539,IMP07-EA03_01,0.00,P,0.00
120250003539,URR07-10101_01,20.50,B+,3.39
120250003539,IMP07-10211_01,20.00,B+,3.39
120250003539,IMP07-10212_01,13.50,F,0.00
120250003539,IMP07-10213_01,124.00,D,2.59
120250003539,IMP07-10214_01,47.00,A,3.79
120250003539,IMP07-10215_01,66.50,C,2.79
120250003539,IMP07-ENA04_01,0.00,P,0.00
120250003539,URR07-10209_01,23.00,A,3.79
120250003539,URR07-10210_01,23.00||8.00||15.00,A,3.79
120250003540,IMP07-10102_01,143.00,B+,3.39
120250003540,IMP07-10103_01,84.50,B+,3.39
120250003540,IMP07-10104_01,77.00,B,3.19
120250003540,IMP07-10105_01,46.50,A,3.79
120250003540,IMP07-10106_01,23.50,A,3.79
120250003540,IMP07-10107_01,21.00,B+,3.39
120250003540,IMP07-10108_01,20.00,B+,3.39
120250003540,IMP07-EA03_01,0.00,P,0.00
120250003540,URR07-10101_01,21.50,A-,3.59
120250003540,IMP07-10211_01,23.00,A,3.79
120250003540,IMP07-10212_01,76.50,B,3.19
120250003540,IMP07-10213_01,164.50,B+,3.39
120250003540,IMP07-10214_01,44.00,A-,3.59
120250003540,IMP07-10215_01,84.50,B+,3.39
120250003540,IMP07-ENA04_01,0.00,P,0.00
120250003540,URR07-10209_01,22.00,A-,3.59
120250003540,URR07-10210_01,24.00||9.00||15.00,A+,4.00
120250003541,IMP07-10102_01,6.50,F,0.00
120250003541,IMP07-10103_01,38.50,F,0.00
120250003541,IMP07-10104_01,1.50,F,0.00
120250003541,IMP07-10105_01,1.00,F,0.00
120250003541,IMP07-10106_01,(Abs),F,0.00
120250003541,IMP07-10107_01,8.00,F,0.00
120250003541,IMP07-10108_01,(Abs),F,0.00
120250003541,IMP07-EA03_01,0.00,P,0.00
120250003541,URR07-10101_01,19.50,B,3.19
120250003541,IMP07-10211_01,22.00,A-,3.59
120250003541,IMP07-10212_01,2.00,F,0.00
120250003541,IMP07-10213_01,122.50,D,2.59
120250003541,IMP07-10214_01,39.00,B,3.19
120250003541,IMP07-10215_01,47.00,F,0.00
120250003541,IMP07-ENA04_01,0.00,P,0.00
120250003541,URR07-10209_01,22.00,A-,3.59
120250003541,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003542,IMP07-10102_01,138.00,B,3.19
120250003542,IMP07-10103_01,77.50,B,3.19
120250003542,IMP07-10104_01,82.50,B+,3.39
120250003542,IMP07-10105_01,43.50,A-,3.59
120250003542,IMP07-10106_01,24.00,A+,4.00
120250003542,IMP07-10107_01,24.50,A+,4.00
120250003542,IMP07-10108_01,25.00,A+,4.00
120250003542,IMP07-EA03_01,0.00,P,0.00
120250003542,URR07-10101_01,24.00,A+,4.00
120250003542,IMP07-10211_01,25.00,A+,4.00
120250003542,IMP07-10212_01,80.50,B+,3.39
120250003542,IMP07-10213_01,156.00,B,3.19
120250003542,IMP07-10214_01,45.00,A,3.79
120250003542,IMP07-10215_01,88.50,A-,3.59
120250003542,IMP07-ENA04_01,0.00,P,0.00
120250003542,URR07-10209_01,25.00,A+,4.00
120250003542,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003543,IMP07-10102_01,124.00,C+,2.99
120250003543,IMP07-10103_01,15.00,F,0.00
120250003543,IMP07-10104_01,72.50,C+,2.99
120250003543,IMP07-10105_01,35.00,C+,2.99
120250003543,IMP07-10106_01,21.50,A-,3.59
120250003543,IMP07-10107_01,19.50,B,3.19
120250003543,IMP07-10108_01,21.00,B+,3.39
120250003543,IMP07-EA03_01,0.00,P,0.00
120250003543,URR07-10101_01,19.50,B,3.19
120250003543,IMP07-10211_01,22.00,A-,3.59
120250003543,IMP07-10212_01,65.00,C,2.79
120250003543,IMP07-10213_01,146.00,C+,2.99
120250003543,IMP07-10214_01,34.00,C,2.79
120250003543,IMP07-10215_01,73.00,C+,2.99
120250003543,IMP07-ENA04_01,0.00,P,0.00
120250003543,URR07-10209_01,21.00,B+,3.39
120250003543,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003544,IMP07-10102_01,150.00,A-,3.59
120250003544,IMP07-10103_01,78.50,B,3.19
120250003544,IMP07-10104_01,75.00,B,3.19
120250003544,IMP07-10105_01,40.50,B+,3.39
120250003544,IMP07-10106_01,22.50,A,3.79
120250003544,IMP07-10107_01,15.00,D,2.59
120250003544,IMP07-10108_01,19.00,B,3.19
120250003544,IMP07-EA03_01,0.00,P,0.00
120250003544,URR07-10101_01,18.50,C+,2.99
120250003544,IMP07-10211_01,21.50,A-,3.59
120250003544,IMP07-10212_01,62.00,D,2.59
120250003544,IMP07-10213_01,151.50,B,3.19
120250003544,IMP07-10214_01,48.00,A+,4.00
120250003544,IMP07-10215_01,76.50,B,3.19
120250003544,IMP07-ENA04_01,0.00,P,0.00
120250003544,URR07-10209_01,23.00,A,3.79
120250003544,URR07-10210_01,23.00||8.00||15.00,A,3.79
120250003545,IMP07-10102_01,147.00,B+,3.39
120250003545,IMP07-10103_01,71.50,C+,2.99
120250003545,IMP07-10104_01,71.50,C+,2.99
120250003545,IMP07-10105_01,42.50,A-,3.59
120250003545,IMP07-10106_01,21.00,B+,3.39
120250003545,IMP07-10107_01,19.00,B,3.19
120250003545,IMP07-10108_01,17.50,C+,2.99
120250003545,IMP07-EA03_01,0.00,P,0.00
120250003545,URR07-10101_01,16.50,C,2.79
120250003545,IMP07-10211_01,12.00,F,0.00
120250003545,IMP07-10212_01,12.50,F,0.00
120250003545,IMP07-10213_01,122.50,D,2.59
120250003545,IMP07-10214_01,35.00,C+,2.99
120250003545,IMP07-10215_01,5.00,F,0.00
120250003545,IMP07-ENA04_01,0.00,P,0.00
120250003545,URR07-10209_01,19.00,B,3.19
120250003545,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003546,IMP07-10102_01,146.00,B+,3.39
120250003546,IMP07-10103_01,83.50,B+,3.39
120250003546,IMP07-10104_01,81.50,B+,3.39
120250003546,IMP07-10105_01,43.00,A-,3.59
120250003546,IMP07-10106_01,23.50,A,3.79
120250003546,IMP07-10107_01,22.00,A-,3.59
120250003546,IMP07-10108_01,21.00,B+,3.39
120250003546,IMP07-EA03_01,0.00,P,0.00
120250003546,URR07-10101_01,21.50,A-,3.59
120250003546,IMP07-10211_01,22.00,A-,3.59
120250003546,IMP07-10212_01,84.50,B+,3.39
120250003546,IMP07-10213_01,169.00,B+,3.39
120250003546,IMP07-10214_01,46.00,A,3.79
120250003546,IMP07-10215_01,88.00,A-,3.59
120250003546,IMP07-ENA04_01,0.00,P,0.00
120250003546,URR07-10209_01,22.00,A-,3.59
120250003546,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003547,IMP07-10102_01,123.00,C+,2.99
120250003547,IMP07-10103_01,65.00,C,2.79
120250003547,IMP07-10104_01,65.00,C,2.79
120250003547,IMP07-10105_01,39.50,B,3.19
120250003547,IMP07-10106_01,20.50,B+,3.39
120250003547,IMP07-10107_01,22.00,A-,3.59
120250003547,IMP07-10108_01,22.50,A,3.79
120250003547,IMP07-EA03_01,0.00,P,0.00
120250003547,URR07-10101_01,17.50,C+,2.99
120250003547,IMP07-10211_01,19.00,B,3.19
120250003547,IMP07-10212_01,10.50,F,0.00
120250003547,IMP07-10213_01,22.00,F,0.00
120250003547,IMP07-10214_01,40.00,B+,3.39
120250003547,IMP07-10215_01,(Abs),F,0.00
120250003547,IMP07-ENA04_01,0.00,P,0.00
120250003547,URR07-10209_01,18.00,C+,2.99
120250003547,URR07-10210_01,21.00||7.00||14.00,B+,3.39
120250003548,IMP07-10102_01,156.50,A-,3.59
120250003548,IMP07-10103_01,80.50,B+,3.39
120250003548,IMP07-10104_01,81.50,B+,3.39
120250003548,IMP07-10105_01,47.50,A+,4.00
120250003548,IMP07-10106_01,24.50,A+,4.00
120250003548,IMP07-10107_01,20.50,B+,3.39
120250003548,IMP07-10108_01,24.50,A+,4.00
120250003548,IMP07-EA03_01,0.00,P,0.00
120250003548,URR07-10101_01,23.00,A,3.79
120250003548,IMP07-10211_01,21.00,B+,3.39
120250003548,IMP07-10212_01,87.00,A-,3.59
120250003548,IMP07-10213_01,191.00,A+,4.00
120250003548,IMP07-10214_01,45.00,A,3.79
120250003548,IMP07-10215_01,92.50,A,3.79
120250003548,IMP07-ENA04_01,0.00,P,0.00
120250003548,URR07-10209_01,25.00,A+,4.00
120250003548,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003549,IMP07-10102_01,131.50,B,3.19
120250003549,IMP07-10103_01,64.00,D,2.59
120250003549,IMP07-10104_01,66.00,C,2.79
120250003549,IMP07-10105_01,41.50,B+,3.39
120250003549,IMP07-10106_01,22.00,A-,3.59
120250003549,IMP07-10107_01,18.00,C+,2.99
120250003549,IMP07-10108_01,20.50,B+,3.39
120250003549,IMP07-EA03_01,0.00,P,0.00
120250003549,URR07-10101_01,19.50,B,3.19
120250003549,IMP07-10211_01,20.00,B+,3.39
120250003549,IMP07-10212_01,76.00,B,3.19
120250003549,IMP07-10213_01,148.00,C+,2.99
120250003549,IMP07-10214_01,48.00,A+,4.00
120250003549,IMP07-10215_01,69.00,C,2.79
120250003549,IMP07-ENA04_01,0.00,P,0.00
120250003549,URR07-10209_01,20.00,B+,3.39
120250003549,URR07-10210_01,23.00||8.00||15.00,A,3.79
120250003550,IMP07-10102_01,130.50,C+,2.99
120250003550,IMP07-10103_01,(Abs),F,0.00
120250003550,IMP07-10104_01,14.00,F,0.00
120250003550,IMP07-10105_01,31.50,D,2.59
120250003550,IMP07-10106_01,16.50,C,2.79
120250003550,IMP07-10107_01,16.50,C,2.79
120250003550,IMP07-10108_01,17.50,C+,2.99
120250003550,IMP07-EA03_01,0.00,P,0.00
120250003550,URR07-10101_01,19.50,B,3.19
120250003550,IMP07-10211_01,21.00,B+,3.39
120250003550,IMP07-10212_01,39.50,F,0.00
120250003550,IMP07-10213_01,27.50,F,0.00
120250003550,IMP07-10214_01,36.00,C+,2.99
120250003550,IMP07-10215_01,69.00,C,2.79
120250003550,IMP07-ENA04_01,0.00,P,0.00
120250003550,URR07-10209_01,21.00,B+,3.39
120250003550,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003551,IMP07-10102_01,146.00,B+,3.39
120250003551,IMP07-10103_01,79.00,B,3.19
120250003551,IMP07-10104_01,71.00,C+,2.99
120250003551,IMP07-10105_01,40.00,B+,3.39
120250003551,IMP07-10106_01,22.50,A,3.79
120250003551,IMP07-10107_01,19.50,B,3.19
120250003551,IMP07-10108_01,22.00,A-,3.59
120250003551,IMP07-EA03_01,0.00,P,0.00
120250003551,URR07-10101_01,20.00,B+,3.39
120250003551,IMP07-10211_01,21.50,A-,3.59
120250003551,IMP07-10212_01,76.50,B,3.19
120250003551,IMP07-10213_01,152.50,B,3.19
120250003551,IMP07-10214_01,45.00,A,3.79
120250003551,IMP07-10215_01,74.00,C+,2.99
120250003551,IMP07-ENA04_01,0.00,P,0.00
120250003551,URR07-10209_01,22.00,A-,3.59
120250003551,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003552,IMP07-10102_01,152.00,A-,3.59
120250003552,IMP07-10103_01,81.50,B+,3.39
120250003552,IMP07-10104_01,77.50,B,3.19
120250003552,IMP07-10105_01,42.00,B+,3.39
120250003552,IMP07-10106_01,24.00,A+,4.00
120250003552,IMP07-10107_01,22.00,A-,3.59
120250003552,IMP07-10108_01,23.00,A,3.79
120250003552,IMP07-EA03_01,0.00,P,0.00
120250003552,URR07-10101_01,25.00,A+,4.00
120250003552,IMP07-10211_01,23.00,A,3.79
120250003552,IMP07-10212_01,70.50,C+,2.99
120250003552,IMP07-10213_01,(Abs),F,0.00
120250003552,IMP07-10214_01,47.00,A,3.79
120250003552,IMP07-10215_01,79.00,B,3.19
120250003552,IMP07-ENA04_01,0.00,P,0.00
120250003552,URR07-10209_01,23.00,A,3.79
120250003552,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003553,IMP07-10102_01,125.00,C+,2.99
120250003553,IMP07-10103_01,10.50,F,0.00
120250003553,IMP07-10104_01,65.50,C,2.79
120250003553,IMP07-10105_01,6.00,F,0.00
120250003553,IMP07-10106_01,16.50,C,2.79
120250003553,IMP07-10107_01,18.50,C+,2.99
120250003553,IMP07-10108_01,18.00,C+,2.99
120250003553,IMP07-EA03_01,0.00,P,0.00
120250003553,URR07-10101_01,21.00,B+,3.39
120250003553,IMP07-10211_01,22.00,A-,3.59
120250003553,IMP07-10212_01,76.50,B,3.19
120250003553,IMP07-10213_01,152.50,B,3.19
120250003553,IMP07-10214_01,48.00,A+,4.00
120250003553,IMP07-10215_01,86.50,A-,3.59
120250003553,IMP07-ENA04_01,0.00,P,0.00
120250003553,URR07-10209_01,22.00,A-,3.59
120250003553,URR07-10210_01,25.00||10.00||15.00,A+,4.00
120250003554,IMP07-10102_01,148.00,B+,3.39
120250003554,IMP07-10103_01,82.50,B+,3.39
120250003554,IMP07-10104_01,80.50,B+,3.39
120250003554,IMP07-10105_01,45.00,A,3.79
120250003554,IMP07-10106_01,23.00,A,3.79
120250003554,IMP07-10107_01,24.00,A+,4.00
120250003554,IMP07-10108_01,23.00,A,3.79
120250003554,IMP07-EA03_01,0.00,P,0.00
120250003554,URR07-10101_01,23.00,A,3.79
120250003554,IMP07-10211_01,25.00,A+,4.00
120250003554,IMP07-10212_01,73.00,C+,2.99
